1000	27.000000
1500	60.750000
2000	108.000000
2500	168.750000
3000	243.000000
3500	330.750000
4000	432.000000
4500	546.750000
5000	675.000000
1000	27.000000
1000	27.000000
1000	27.000000
1000	27.000000
1000	27.000000
1500	60.750000
1500	60.750000
1500	60.750000
1500	60.750000
1500	60.750000
2000	108.000000
2000	108.000000
2000	108.000000
2000	108.000000
2000	108.000000
2500	168.750000
2500	168.750000
2500	168.750000
2500	168.750000
2500	168.750000
3000	243.000000
3000	243.000000
3000	243.000000
3000	243.000000
3000	243.000000
3500	330.750000
3500	330.750000
3500	330.750000
3500	330.750000
3500	330.750000
4000	432.000000
4000	432.000000
4000	432.000000
4000	432.000000
4000	432.000000
4500	546.750000
4500	546.750000
4500	546.750000
4500	546.750000
4500	546.750000
5000	675.000000
5000	675.000000
5000	675.000000
5000	675.000000
5000	675.000000
