1000	26.626260	0.922832
1500	61.205540	2.882869
2000	108.706920	3.525051
2500	178.876898	9.841803
3000	251.873657	25.259588
3500	324.425500	1.611135
4000	425.547046	2.009548
4500	535.209424	2.383382
5000	661.722778	3.847167
