1000	2.702340	5.890508
2000	10.385620	22.916891
3000	24.377680	54.054718
4000	46.546180	103.467852
5000	70.765457	157.461352
6000	112.744603	251.180094
7000	131.706442	293.392506
8000	172.097265	383.598949
9000	214.625425	478.471089
10000	264.893709	590.775720
